Timestamp;Event;Streaming URL;User attributes
2013-06-17 10:00:28.092;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=0f2c3c31-c226-4634-93be-2c70ff746539//flv:e1839f02-2911-40a4-94ca-7505bd6b332c;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:00:28.464;PLAY;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=03809560-ef15-4f0e-b487-74daad6b5c01//flv:c3aee4be-8441-409b-bb24-3917bed122d2;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:00:34.202;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=0f2c3c31-c226-4634-93be-2c70ff746539//flv:e1839f02-2911-40a4-94ca-7505bd6b332c;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:00:35.513;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=0f2c3c31-c226-4634-93be-2c70ff746539//flv:e1839f02-2911-40a4-94ca-7505bd6b332c;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:00:36.888;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=0f2c3c31-c226-4634-93be-2c70ff746539//flv:e1839f02-2911-40a4-94ca-7505bd6b332c;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:00:37.744;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=0f2c3c31-c226-4634-93be-2c70ff746539//flv:e1839f02-2911-40a4-94ca-7505bd6b332c;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:00:39.101;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=0f2c3c31-c226-4634-93be-2c70ff746539//flv:e1839f02-2911-40a4-94ca-7505bd6b332c;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:00:39.917;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=0f2c3c31-c226-4634-93be-2c70ff746539//flv:e1839f02-2911-40a4-94ca-7505bd6b332c;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:00:40.842;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=0f2c3c31-c226-4634-93be-2c70ff746539//flv:e1839f02-2911-40a4-94ca-7505bd6b332c;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:00:41.897;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=0f2c3c31-c226-4634-93be-2c70ff746539//flv:e1839f02-2911-40a4-94ca-7505bd6b332c;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:00:43.069;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=0f2c3c31-c226-4634-93be-2c70ff746539//flv:e1839f02-2911-40a4-94ca-7505bd6b332c;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:00:44.106;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=0f2c3c31-c226-4634-93be-2c70ff746539//flv:e1839f02-2911-40a4-94ca-7505bd6b332c;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:00:44.533;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=0f2c3c31-c226-4634-93be-2c70ff746539//flv:e1839f02-2911-40a4-94ca-7505bd6b332c;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:00:45.248;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=0f2c3c31-c226-4634-93be-2c70ff746539//flv:e1839f02-2911-40a4-94ca-7505bd6b332c;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:00:49.757;STOP;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=0f2c3c31-c226-4634-93be-2c70ff746539//flv:e1839f02-2911-40a4-94ca-7505bd6b332c;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:00:54.090;PLAY;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=d7152e42-d65e-4a8c-9b9b-281ff1ffcdc4//flv:6660bae2-4a58-442c-83da-a3c40f602a99;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:00:56.512;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=d7152e42-d65e-4a8c-9b9b-281ff1ffcdc4//flv:6660bae2-4a58-442c-83da-a3c40f602a99;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:00:56.822;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=d7152e42-d65e-4a8c-9b9b-281ff1ffcdc4//flv:6660bae2-4a58-442c-83da-a3c40f602a99;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:00:57.151;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=d7152e42-d65e-4a8c-9b9b-281ff1ffcdc4//flv:6660bae2-4a58-442c-83da-a3c40f602a99;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:01:01.522;PLAY;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=1c51324d-be3f-47a6-8a15-39f487537d59//flv:5560fb89-2110-4067-9726-96b005d5efdc;{"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"],"everybody":["yes"]}
2013-06-17 10:01:06.032;STOP;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=1c51324d-be3f-47a6-8a15-39f487537d59//flv:5560fb89-2110-4067-9726-96b005d5efdc;{"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"],"everybody":["yes"]}
2013-06-17 10:01:23.769;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=03809560-ef15-4f0e-b487-74daad6b5c01//flv:c3aee4be-8441-409b-bb24-3917bed122d2;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:01:26.436;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=03809560-ef15-4f0e-b487-74daad6b5c01//flv:c3aee4be-8441-409b-bb24-3917bed122d2;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:01:28.041;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=03809560-ef15-4f0e-b487-74daad6b5c01//flv:c3aee4be-8441-409b-bb24-3917bed122d2;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:01:29.247;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=03809560-ef15-4f0e-b487-74daad6b5c01//flv:c3aee4be-8441-409b-bb24-3917bed122d2;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:01:30.641;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=03809560-ef15-4f0e-b487-74daad6b5c01//flv:c3aee4be-8441-409b-bb24-3917bed122d2;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:01:40.609;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=03809560-ef15-4f0e-b487-74daad6b5c01//flv:c3aee4be-8441-409b-bb24-3917bed122d2;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:01:45.206;PLAY;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=98aee2df-cf72-4fff-b02a-8a72610d0ee5//flv:8dfe1978-ba00-4cae-bbf5-edae5e0e4b9a;{"everybody":["yes"],"SBIPRoleMapper":["aucampus","csa","digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:01:49.619;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=98aee2df-cf72-4fff-b02a-8a72610d0ee5//flv:8dfe1978-ba00-4cae-bbf5-edae5e0e4b9a;{"everybody":["yes"],"SBIPRoleMapper":["aucampus","csa","digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:03:15.551;PAUSE;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=98aee2df-cf72-4fff-b02a-8a72610d0ee5//flv:8dfe1978-ba00-4cae-bbf5-edae5e0e4b9a;{"everybody":["yes"],"SBIPRoleMapper":["aucampus","csa","digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:03:22.778;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=d7152e42-d65e-4a8c-9b9b-281ff1ffcdc4//flv:6660bae2-4a58-442c-83da-a3c40f602a99;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:03:23.716;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=d7152e42-d65e-4a8c-9b9b-281ff1ffcdc4//flv:6660bae2-4a58-442c-83da-a3c40f602a99;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
2013-06-17 10:03:24.578;SEEK;rtmp://thalassa.statsbiblioteket.dk:1935/mediestream?ticket=d7152e42-d65e-4a8c-9b9b-281ff1ffcdc4//flv:6660bae2-4a58-442c-83da-a3c40f602a99;{"everybody":["yes"],"SBIPRoleMapper":["digitaleaarboeger","inhouse","marctab","sbmusic"]}
